Nitrogen,phosphorus,potassium,temperature,humidity,ph,rainfall,label
26.0,54.0,17,"28,5474135°C","88,9570454%","6,27258822","49,4897245",mungbean
61.0,41.0,44,"24,36972377°C","82,11319791%","6,537914958","159,9210934",jute
38.0,60.0,76,"18,65054116°C","17,80852431%","8,868741443","77,92798682",chickpea
21.0,134.0,202,"10,72302459°C","80,02130636%","6,425419926","65,2982112",grapes
34.0,11.0,10,"31,75048899°C","94,59551226%","7,36220835","115,1989301",orange
97.0,25.0,50,"26,22005978°C","80,90127035%","6,093814669","49,08553937",watermelon
87.0,48.0,38,"23,81579631°C","80,94023552%","7,161865733","190,312216",jute
16.0,77.0,22,"31,48469278°C","35,6395615%","6,574209678","100,546816",pigeonpeas
6.0,37.0,17,"28,08657178°C","80,35005927%","6,760694228","38,14476781",mungbean
16.0,6.0,29,"29,28725038°C","91,95614918%","5,868285082","132,1491176",coconut
7.0,20.0,12,"16,53460397°C","94,76759975%","6,475275337","110,0447896",orange
12.0,8.0,10,"16,14820285°C","91,4448027%","7,995848977","107,4287664",orange
7.0,77.0,18,"20,5591255°C","60,54880693%","6,655918078","191,0895109",pigeonpeas
22.0,38.0,31,"31,53356352°C","53,06009323%","5,821106036","98,57025046",mango
29.0,34.0,26,"33,88004781°C","54,39416048%","6,273953676","89,29147581",mango
96.0,46.0,22,"20,58314011°C","69,00128641%","6,499936446","66,29390357",maize
58.0,70.0,84,"20,6543203°C","16,60820843%","6,231049028","74,6631118",chickpea
29.0,144.0,204,"22,43324518°C","92,48667725%","5,800448951","119,1025189",apple
9.0,122.0,201,"29,58748357°C","80,91934392%","5,570290539","68,06417307",grapes
60.0,55.0,36,"26,12797248°C","80,49172597%","7,132389299","150,6326874",jute
11.0,71.0,17,"19,9191786°C","21,47324158%","5,74644777","82,68554379",kidneybeans
9.0,48.0,20,"29,66461594°C","84,28187572%","6,377568542","56,09542002",mungbean
89.0,52.0,42,"23,09433785°C","81,45139295%","6,14132902","196,6587013",jute
63.0,58.0,47,"26,83054058°C","90,75379971%","6,864143752","144,6656444",papaya
117.0,34.0,25,"24,83846178°C","56,7685316%","7,21270048","124,4135035",coffee
35.0,72.0,21,"34,03619494°C","64,28791388%","7,741418772","66,85510868",blackgram
51.0,56.0,18,"28,12787838°C","64,2097765%","6,706505915","70,86340755",blackgram
23.0,6.0,33,"29,18032562°C","92,73041222%","6,025789594","204,9603677",coconut
18.0,58.0,16,"21,47607807°C","38,80023714%","4,962661422","180,382234",pigeonpeas
23.0,23.0,27,"34,72413192°C","51,4271781%","5,161148592","97,31258083",mango
126.0,50.0,19,"24,69457084°C","81,7358876%","6,628722836","78,58494391",cotton
10.0,140.0,197,"22,16939473°C","90,27185592%","6,229498836","124,4683112",apple
81.0,41.0,38,"22,67846116°C","83,72874389%","7,524080076","200,9133156",rice
6.0,18.0,37,"19,65690085°C","89,93701023%","5,937649578","108,0458926",pomegranate
40.0,140.0,195,"14,97846952°C","80,49979873%","6,294395676","71,63437433",Grapes
19.0,39.0,17,"29,2808618°C","81,8009244%","6,890156495","44,47427436",mungbean
81.0,45.0,23,"19,32666088°C","68,034493%","6,192360003","84,22969177",maize
29.0,25.0,14,"30,49183837°C","90,4582865%","7,781988584","113,3302105",orange
43.0,68.0,81,"17,47809436°C","17,93253975%","6,761599706","78,92060234",chickpea
34.0,65.0,48,"41,41968393°C","90,03863107%","6,665024508","199,3096432",papaya
29.0,63.0,17,"30,02629908°C","67,88811637%","7,26154329","66,47264636",blackgram
71.0,56.0,37,"23,18866654°C","86,20899734%","6,491506245","176,103677",jute
122.0,48.0,16,"24,65425757°C","75,6350708%","6,307585854","61,82980133",cotton
10.0,9.0,28,"29,01256899°C","94,01014388%","6,282955073","150,0500312",coconut
24.0,80.0,19,"29,67892453°C","69,0854554%","6,808041722","65,66436565",blackgram
71.0,54.0,16,"22,61359953°C","63,69070564%","5,749914421","87,75953857",maize
60.0,61.0,78,"20,71219282°C","19,83643308%","6,317153205","94,03659867",chickpea
68.0,69.0,52,"25,65492304°C","92,74501561%","6,813383387","52,95477913",papaya
16.0,73.0,19,"18,41645629°C","34,80541039%","4,684079249","163,2747473",pigeonpeas
0.0,74.0,17,"23,33375853°C","64,50515776%","7,240988401","47,01510708",lentil
109.0,12.0,48,"29,45771748°C","92,12534736%","6,708743843","20,76212031",muskmelon
89.0,85.0,55,"26,6719835°C","76,48541655%","6,275384607","91,73358569",banana
49.0,,15,"31,55846339°C","67,83563765%","7,137004749","74,86960831",blackgram
40.0,78.0,20,"19,18572809°C","20,83398341%","5,669236258","80,15293435",kidneybeans
82.0,43.0,38,"23,28617173°C","81,43321641%","5,105588355","242,3170629",rice
117.0,32.0,34,"26,2724184°C","52,12739421%","6,758792552","127,1752928",coffee
31.0,48.0,17,"28,88078945°C","86,94206817%","6,594739424","53,79732545",mungbean
8.0,136.0,201,"41,65602996°C","82,22118237%","5,609255992","74,19664838",grapes
26.0,10.0,33,"28,27298134°C","96,93649473%","6,07071786","198,8234862",coconut
34.0,140.0,198,"21,70416965°C","93,44006288%","5,751707342","115,1781396",apple
71.0,54.0,35,"26,63952463°C","70,95705996%","7,311077075","199,3355744",jute
20.0,72.0,15,"36,00415838°C","56,01334416%","7,313517308","134,8596466",pigeonpeas
6.0,13.0,9,"34,51423957°C","90,56151463%","7,786725333","118,3271968",orange
23.0,138.0,200,"9,851242629°C","80,22631717%","5,96537863","68,42802444",grapes
85.0,52.0,45,"26,31355498°C","82,36698992%","7,224285503","265,5355937",rice
21.0,62.0,24,"33,49077065°C","62,73317204%","6,847382891","65,45328463",blackgram
108.0,92.0,53,"27,40053601°C","82,96221306%","6,276800323","104,9378",banana
35.0,18.0,26,"31,99490489°C","50,84881347%","5,279388967","97,38741498",mango
98.0,47.0,37,"23,48381344°C","81,33265073%","7,375482851","224,0581164",rice
32.0,129.0,201,"16,36251869°C","83,00471609%","6,48754639","71,55665483",grapes
40.0,21.0,8,"34,90665289°C","92,87820148%","7,418761774","102,1906333",orange
2.0,78.0,23,"21,31852148°C","66,43934593%","7,320514721","45,42616802",lentil
39.0,16.0,27,"35,53845018°C","52,94641947%","4,934964765","91,54560427",mango
14.0,58.0,17,"30,53684308°C","59,96664731%","4,605700542","33,48919022",mothbeans
107.0,38.0,29,"26,65069302°C","57,56695719%","6,35118177","145,105065",coffee
4.0,13.0,6,"15,63211033°C","94,25966183%","7,561143224","101,4705704",orange
0.0,12.0,7,"20,18432263°C","90,65458473%","6,969249676","116,8130969",orange
67.0,60.0,25,"24,92162194°C","66,78627406%","5,750254943","109,2162279",maize
22.0,28.0,26,"27,67256197°C","45,41692012%","4,947683034","92,84991507",mango
31.0,78.0,76,"17,57212145°C","14,99927489%","8,519975748","89,31050665",chickpea
101.0,75.0,50,"26,59386409°C","81,40740301%","6,242528278","109,9825551",banana
86.0,15.0,47,"24,04355803°C","84,18406764%","6,423898762","53,78929956",watermelon
101.0,33.0,33,"26,97251562°C","62,0183627%","6,908671379","142,8610793",coffee
29.0,77.0,75,"17,50361137°C","15,48083156%","7,778591618","72,9446671",chickpea
98.0,79.0,50,"25,34119774°C","84,47321314%","6,435917308","91,06493353",banana
16.0,8.0,9,"24,60297538°C","91,28408653%","7,601189843","111,2948115",orange
114.0,8.0,52,"29,34081108°C","94,5513539%","6,419083092","28,22908103",muskmelon
29.0,44.0,20,"30,04132304°C","63,56222995%","8,620107545","31,83192392",mothbeans
4.0,18.0,37,"22,91843172°C","85,40695044%","7,13147457","106,2817706",Pomegranate
5.0,136.0,195,"22,35628673°C","91,92360477%","6,264202804","107,7697413",apple
14.0,69.0,19,"20,95628486°C","63,68128841%","7,239455147","52,39881209",lentil
70.0,36.0,42,"21,84106875°C","80,72886384%","6,946209881","202,3838319",rice
16.0,80.0,20,"31,24021696°C","56,67369054%","7,339320929","122,0146733",pigeonpeas
36.0,65.0,16,"25,71269843°C","64,1123333%","7,692013657","50,17067771",lentil
24.0,73.0,20,"19,63736208°C","32,31528909%","4,608695247","176,4134092",pigeonpeas
21.0,139.0,201,"19,3642553°C","83,36094029%","5,980598579","67,15094741",Grapes
2.0,38.0,18,"27,53632932°C","89,92908171%","6,619891498","45,48591922",mungbean
26.0,9.0,32,"25,9490364°C","94,73860514%","6,470465614","144,1571109",coconut
40.0,144.0,196,"22,71750705°C","92,25479855%","5,987262638","107,0289866",apple
85.0,21.0,47,"29,87331077°C","90,60932469%","6,186770318","24,69720481",muskmelon
111.0,5.0,50,"27,59350075°C","91,79742953%","6,399891457","24,84266123",muskmelon
116.0,5.0,54,"25,37601283°C","80,99313508%","6,65398725","57,23028471",watermelon
73.0,35.0,38,"24,88921174°C","81,97927117%","5,005306977","185,9461429",rice
82.0,35.0,35,"25,49386782°C","86,97061481%","7,299076163","176,5268267",jute
22.0,68.0,16,"27,70496805°C","63,20915034%","7,74672376","37,46160727",lentil
1.0,66.0,23,"19,54317155°C","56,92831399%","4,803564468","173,1686574",pigeonpeas
117.0,86.0,48,"28,6956201°C","82,54195839%","6,225225239","116,1616839",banana
26.0,126.0,195,"21,41363812°C","92,99124545%","5,878568981","118,3979065",apple
126.0,46.0,25,"24,43847399°C","81,69801729%","6,757457943","60,79645852",cotton
4.0,44.0,19,"27,95639663°C","83,52706038%","6,921993878","43,25726752",mungbean
60.0,46.0,53,"24,48620746°C","92,98254537%","6,761953186","183,49095",papaya
2.0,75.0,22,"23,89271875°C","61,78779413%","6,658605362","52,55730112",lentil
14.0,5.0,36,"24,92639065°C","85,19098079%","5,832525853","104,7693804",pomegranate
29.0,128.0,198,"22,44075021°C","92,70785115%","5,685062404","121,4977331",apple
119.0,90.0,48,"28,66725136°C","79,59242542%","5,986442306","118,2583441",banana
32.0,43.0,22,"31,99928579°C","54,1077461%","5,270749441","71,6266696",mothbeans
30.0,75.0,25,"30,33276599°C","42,35249879%","6,446091759","149,299952",pigeonpeas
71.0,52.0,18,"25,10787449°C","55,97732754%","5,790770203","78,16077693",maize
25.0,12.0,26,"28,56973521°C","95,67906668%","6,436314406","134,8370348",coconut
38.0,51.0,52,"32,66160599°C","90,78931681%","6,927803911","78,85085502",papaya
21.0,39.0,20,"28,14448546°C","82,1193047%","7,064782138","46,75690086",mungbean
72.0,51.0,40,"23,20683504°C","74,09956958%","7,422318499","199,4766779",jute
109.0,36.0,18,"25,40059227°C","76,53237965%","7,524707577","62,5138867",cotton
89.0,45.0,36,"21,32504158°C","80,47476396%","6,442475375","185,4974732",rice
117.0,25.0,53,"29,11858526°C","92,12543021%","6,413927319","24,52020164",muskmelon
35.0,131.0,203,"22,42776057°C","93,91722423%","5,893490899","102,7230739",apple
24.0,80.0,22,"16,71170642°C","19,17651433%","5,635993966","96,77285817",kidneybeans
0.0,26.0,31,"25,0707247°C","95,02156793%","5,547933273","192,9036306",coconut
93.0,26.0,27,"24,59245684°C","56,46829641%","7,288211994","137,7044047",coffee
44.0,59.0,78,"20,67526473°C","19,85388984%","7,599033472","84,78344008",chickpea
27.0,10.0,33,"27,81132822°C","97,48410555%","6,465906333","154,0621221",coconut
50.0,46.0,52,"31,18298415°C","90,21646909%","6,734005648","54,01872359",papaya
12.0,67.0,23,"25,62896213°C","63,14909763%","6,585020303","45,49683991",lentil
87.0,28.0,35,"26,5602777°C","57,1621814%","6,759211911","152,0616227",coffee
81.0,30.0,31,"24,65090184°C","51,93952357%","7,027585559","135,1386537",coffee
26.0,64.0,22,"25,95058595°C","40,58227261%","5,16516459","109,1821183",pigeonpeas
34.0,59.0,23,"28,56212158°C","83,24855855%","6,935804256","56,48265193",mungbean
44.0,57.0,53,"42,30495821°C","90,51431779%","6,93172108","74,876786",papaya
87.0,60.0,23,"20,27317074°C","63,91281869%","6,439071996","62,50351892",maize
12.0,80.0,19,"21,91041045°C","65,21662467%","5,962001484","36,10211371",lentil
108.0,35.0,25,"23,98143338°C","61,10935084%","6,971963169","161,5279095",coffee
34.0,76.0,80,"20,65691793°C","15,84572566%","7,985417393","65,23811143",chickpea
93.0,47.0,37,"21,53346343°C","82,14004101%","6,500343222","295,9248796",rice
40.0,11.0,44,"24,45840036°C","86,10874614%","6,322396027","111,3779693",Pomegranate
39.0,64.0,53,"23,0124018°C","91,07355541%","6,598860305","208,3357976",papaya
16.0,65.0,16,"18,13027797°C","62,45851612%","6,078724107","50,6128521",lentil
10.0,136.0,204,"21,19852186°C","92,15595143%","6,276198595","105,8554351",apple
8.0,45.0,15,"28,09568993°C","60,9835384%","4,61136408","33,84110759",mothbeans
92.0,75.0,45,"29,01207743°C","77,95192527%","5,674403359","90,43495443",banana
117.0,81.0,53,"29,50704598°C","78,20585613%","5,507641778","98,12565829",banana
36.0,,15,"30,08545364°C","69,34811988%","6,668238556","67,1367443",blackgram
92.0,40.0,30,"23,35723208°C","55,18792166%","6,026287448","171,6976946",coffee
26.0,122.0,202,"22,44516988°C","94,73763514%","5,617227184","107,1843273",apple
112.0,39.0,29,"26,12492233°C","63,37479229%","6,726528895","147,8035305",coffee
19.0,57.0,23,"23,6734328°C","47,2879691%","7,342409555","141,1250722",pigeonpeas
22.0,36.0,16,"30,58139475°C","50,77148138%","8,18422855","64,58559639",mothbeans
56.0,59.0,55,"37,03551903°C","91,79430166%","6,551892638","188,5181422",papaya
20.0,77.0,23,"34,87248659°C","38,83786012%","5,180271502","148,2502786",pigeonpeas
16.0,130.0,201,"29,12033769°C","82,79092939%","5,682395429","68,8503047",Grapes
42.0,59.0,55,"40,10207731°C","94,35110201%","6,979102243","149,1199989",papaya
20.0,28.0,26,"26,37978453°C","91,49882979%","5,547594847","167,0470997",coconut
95.0,14.0,50,"26,6333118°C","84,31756844%","6,560443519","56,31866159",watermelon
101.0,20.0,48,"24,6774157°C","82,75411437%","6,206247494","57,05709413",watermelon
10.0,37.0,22,"28,7275267°C","89,12760359%","7,069747814","58,52974279",mungbean
31.0,36.0,29,"33,93679864°C","52,72170281%","6,460542749","97,4611918",mango
34.0,48.0,48,"41,04224355°C","91,37258067%","6,805277038","181,527598",papaya
8.0,23.0,44,"18,47412402°C","89,68919664%","7,130837931","108,4758509",Pomegranate
32.0,141.0,204,"8,825674745°C","82,89753705%","5,536645599","67,235765",grapes
90.0,14.0,52,"24,84740848°C","89,20454622%","6,391858432","59,67927244",watermelon
57.0,68.0,81,"17,17012591°C","17,30457712%","8,081095263","72,78624223",chickpea
13.0,22.0,5,"19,667056°C","90,50096668%","7,764040111","100,1737964",orange
101.0,10.0,47,"25,5421695°C","83,31883376%","6,936997681","57,57343233",watermelon
4.0,59.0,25,"27,68515114°C","81,94268594%","6,227134139","54,62243308",mungbean
25.0,60.0,22,"21,63149148°C","21,17919701%","5,887263027","134,3649948",kidneybeans
95.0,38.0,22,"19,84939404°C","61,24500053%","5,730617109","100,7689246",maize
114.0,8.0,50,"24,74631269°C","88,30866319%","6,581587932","57,95826144",watermelon
37.0,36.0,26,"32,89300162°C","52,61323969%","4,650536197","94,49161372",mango
37.0,23.0,28,"25,61294367°C","94,3138837%","5,740054567","224,3206759",coconut
106.0,70.0,55,"25,86824781°C","78,52399914%","5,74055541","116,3019555",banana
1.0,30.0,10,"11,89925671°C","91,34663797%","7,291405641","103,5771468",orange
85.0,27.0,45,"26,0713757°C","88,7285657%","6,467095849","57,79652846",watermelon
131.0,49.0,22,"25,49848236°C","79,9751579%","7,306918817","67,05961949",cotton
96.0,13.0,55,"29,5275305°C","94,57459443%","6,700337732","21,13545688",muskmelon
66.0,53.0,41,"25,0756354°C","80,52389148%","7,778915154","257,0038865",rice
60.0,48.0,39,"607,0°C","80,30025587%","7,042299069","231,0863347",rice
97.0,8.0,52,"24,9103226°C","86,97190046%","6,237861736","49,48575692",watermelon
14.0,76.0,20,"29,05941162°C","62,10652364%","7,042474679","36,5011366",lentil
101.0,13.0,54,"25,42900869°C","82,91481799%","6,828982708","56,34144589",watermelon
28.0,10.0,30,"29,8690834°C","91,14723422%","6,305740522","192,7678575",coconut
6.0,9.0,12,"31,08368929°C","90,14362642%","7,028746406","109,6894658",orange
20.0,60.0,22,"29,65052947°C","42,89833235%","6,876572503","186,9226052",pigeonpeas
29.0,57.0,20,"25,60973447°C","50,7330069%","5,87707519","53,39249517",mothbeans
105.0,18.0,35,"23,52648086°C","68,44030686%","6,743417121","171,8839938",coffee
113.0,28.0,48,"28,87726019°C","92,48839665%","6,170520518","24,44267592",muskmelon
115.0,9.0,52,"29,06785065°C","90,97685539%","6,019372459","29,1194739",muskmelon
108.0,94.0,47,"27,35911627°C","84,54625006%","6,387431383","90,81250457",banana
21.0,38.0,20,"27,10508014°C","63,56791363%","5,794289715","62,20279647",mothbeans
4.0,36.0,22,"27,60887393°C","86,13316408%","7,012740397","43,80041104",mungbean
26.0,73.0,21,"31,33170829°C","57,97429171%","4,946263888","161,7820226",pigeonpeas
32.0,66.0,17,"34,9466155°C","65,26774011%","7,162357641","70,1415139",blackgram
37.0,144.0,197,"11,18994268°C","80,8084305%","6,415555956","66,34234944",Grapes
22.0,79.0,17,"21,42451099°C","20,39659714%","5,912289889","116,5206923",kidneybeans
121.0,36.0,24,"23,66457347°C","81,69105088%","7,352401887","99,36898373",cotton
117.0,27.0,48,"26,53259325°C","82,39053979%","6,835268184","54,30660782",watermelon
23.0,65.0,20,"23,0429097°C","22,42610972%","5,833940084","108,3684316",kidneybeans
92.0,81.0,52,"27,39341554°C","81,4654833%","6,438137279","94,31102057",banana
76.0,,39,"24,39459498°C","89,89106506%","6,551130445","197,1220049",jute
18.0,19.0,27,"27,75518664°C","52,34605806%","4,772385986","94,11213345",mango
8.0,28.0,30,"25,51618488°C","94,33465411%","6,015672239","135,1272491",coconut
25.0,143.0,198,"22,81212536°C","91,51861705%","6,027314401","107,855225",apple
33.0,75.0,21,"33,04687968°C","68,93875631%","6,690655045","62,30278274",blackgram
17.0,56.0,17,"27,94293692°C","45,41393636%","5,9565851","69,66289997",mothbeans
30.0,37.0,25,"29,89129144°C","80,14487166%","7,120032489","54,7960127",mungbean
24.0,55.0,78,"17,30287885°C","15,15405941%","6,64919573","75,57790384",chickpea
34.0,59.0,18,"23,38002569°C","21,98879437%","5,744117663","87,66898664",kidneybeans
39.0,129.0,203,"34,38922481°C","83,18392806%","5,863996687","71,03001556",grapes
119.0,25.0,51,"26,47330219°C","80,92254421%","6,283818329","53,65742581",watermelon
22.0,123.0,205,"32,44577836°C","83,88504863%","5,896343436","68,73932528",grapes
87.0,54.0,20,"25,61707368°C","63,4711755%","6,576418207","108,8303762",maize
69.0,51.0,23,"22,21738222°C","72,85462807%","6,80163854","106,6213157",maize
1.0,27.0,36,"23,98598756°C","93,34236582%","5,684995235","104,991282",pomegranate
31.0,25.0,38,"24,96273236°C","92,40501423%","6,497366677","109,4169192",pomegranate
92.0,,52,"28,0106804°C","76,52808057%","5,891413895","103,7040783",banana
28.0,58.0,81,"17,47500984°C","16,54314829%","6,18042747","93,35034262",chickpea
95.0,74.0,50,"25,90113128°C","80,47152737%","6,002481605","110,10323",banana
